age,annual_income_inr,debt_to_income,credit_utilization,late_payments_12m,accounts_open,loan_amount_inr,employment_length_years,has_mortgage,is_self_employed,region,payment_history_score,default
47,511482,0.718,0.946,0,3,63894,4,0,0,West,0.698,0
58,814849,0.196,0.609,1,1,340151,12,1,0,North,0.364,1
41,266950,0.626,0.375,0,2,324008,2,0,0,South,0.729,0
34,394076,0.506,0.314,0,4,73530,7,0,0,West,0.955,0
59,713922,0.067,0.806,3,5,612702,12,1,1,West,0.685,0
64,906439,0.524,0.257,0,3,696878,26,0,1,Central,0.727,0
44,120000,0.121,0.399,1,5,244766,5,0,0,North,0.593,0
22,943617,0.302,0.818,1,1,424101,15,0,0,North,1.0,0
45,564966,0.161,0.605,0,5,309774,19,1,1,South,1.0,0
64,129031,0.161,0.877,0,1,249072,23,1,1,Central,0.96,0
69,120000,0.327,0.475,1,7,231504,18,1,1,Central,1.0,0
40,217653,0.324,0.808,2,3,68270,3,1,0,East,0.568,0
28,595073,0.374,0.38,0,5,392987,25,0,1,West,0.51,1
49,583525,0.596,0.516,2,6,192404,28,0,1,South,1.0,0
61,758300,0.272,0.512,1,3,439486,25,1,1,Central,0.676,0
67,462628,0.496,0.536,1,2,229308,5,1,0,North,0.576,0
23,322989,0.066,0.758,0,1,82764,8,0,1,West,0.77,0
35,496728,0.555,0.674,1,11,179996,1,1,1,South,0.532,0
44,608402,0.732,0.403,3,9,387717,23,0,1,South,0.74,0
25,657693,0.577,0.912,1,1,246552,6,1,1,East,0.576,0
64,402708,0.778,0.715,0,9,130371,28,0,1,South,0.836,0
26,825361,0.412,0.49,2,5,636569,18,1,0,West,0.569,1
53,444650,0.203,0.851,0,10,42937,9,1,0,South,0.522,0
66,382570,0.573,0.926,1,5,575175,13,1,0,North,0.559,0
54,464402,0.052,0.262,0,3,539811,10,1,0,East,0.75,0
58,868710,0.204,0.834,0,9,491399,2,1,1,West,0.607,1
33,566800,0.115,0.095,1,10,467175,4,1,1,South,0.832,0
61,426371,0.168,0.486,0,1,160069,16,1,0,East,0.695,0
41,831526,0.469,0.538,0,10,203948,29,0,0,South,0.792,1
24,1135687,0.229,0.831,1,5,699178,5,0,0,West,0.558,0
38,652420,0.284,0.152,0,10,525987,28,0,1,West,0.675,1
38,908460,0.292,0.465,1,7,415155,4,1,1,Central,0.696,0
46,859019,0.115,0.863,0,1,201548,21,1,0,East,0.579,0
33,448590,0.422,0.508,1,11,138380,27,0,0,East,0.625,0
43,606658,0.258,0.124,1,4,83466,0,0,0,East,0.76,0
41,279363,0.55,0.528,0,2,177182,8,0,0,East,0.446,0
37,548764,0.351,0.821,1,11,262703,15,0,0,North,0.633,0
55,443452,0.292,0.531,1,4,350040,16,0,0,South,0.681,0
35,499278,0.291,0.549,1,6,557456,26,1,1,South,0.506,0
58,412526,0.597,0.695,1,6,744435,9,0,0,Central,0.39,0
33,528225,0.562,0.494,1,9,618103,2,1,1,West,0.688,0
63,733058,0.559,0.632,0,4,64655,19,1,0,South,0.55,0
38,570127,0.135,0.773,0,4,165618,12,1,0,North,0.443,0
22,133906,0.645,0.387,2,11,126494,6,0,1,South,0.574,0
28,413469,0.058,0.573,0,5,537617,2,0,0,Central,0.737,0
60,220150,0.271,0.922,1,2,476937,9,0,1,North,0.759,1
63,661015,0.22,0.922,0,5,222770,26,0,1,Central,0.663,0
31,725829,0.153,0.718,0,5,300079,1,0,1,North,0.869,0
50,664137,0.422,0.463,0,9,367519,19,1,1,East,0.8,0
49,403148,0.191,0.284,2,2,434115,7,1,0,West,0.517,0
27,661713,0.374,0.459,2,2,572900,18,1,0,East,0.61,0
43,482471,0.305,0.643,0,7,366260,26,1,0,North,0.38,0
54,315443,0.256,0.348,0,6,283446,9,1,1,Central,0.902,0
68,785482,0.339,0.711,0,1,407434,12,1,1,West,0.627,0
62,804506,0.412,0.677,0,10,283287,12,1,0,North,1.0,0
25,837223,0.58,0.607,0,1,405325,21,1,1,East,0.631,0
32,447912,0.07,0.425,0,10,288081,22,0,1,East,0.669,0
42,894840,0.057,0.349,1,7,563743,11,1,1,East,0.785,0
28,476604,0.158,0.432,1,9,580869,2,0,1,South,0.966,0
48,763375,0.272,0.606,1,10,285780,16,1,0,West,0.99,0
21,472271,0.214,0.928,0,2,740813,20,0,0,South,0.7,0
26,544004,0.272,0.622,0,7,365721,13,1,1,South,0.687,0
23,120000,0.688,0.475,0,7,409216,14,0,1,East,0.61,1
35,524521,0.029,0.701,0,5,612514,20,1,1,North,0.979,0
58,622772,0.155,0.598,0,4,729481,12,0,0,North,0.8,0
29,497487,0.31,0.287,2,8,560363,21,1,0,Central,0.606,0
69,1039047,0.053,0.337,1,11,390618,19,0,0,South,0.841,0
34,309383,0.674,0.081,1,11,249047,3,0,1,East,0.8,0
23,459104,0.988,0.726,0,7,387923,0,0,0,Central,0.596,1
37,373781,0.091,0.339,1,6,444532,29,0,0,Central,0.621,0
57,459055,0.156,0.5,0,10,408058,15,1,1,West,0.524,1
26,857853,0.336,0.351,0,2,278894,23,0,1,East,0.872,0
24,969507,0.481,0.464,0,2,172799,17,1,0,South,0.618,0
62,424801,0.259,0.51,1,3,364145,7,0,0,North,0.517,0
50,419248,0.643,0.607,1,10,190493,3,1,0,North,0.92,0
37,310717,0.663,0.458,0,3,10000,25,1,1,South,0.747,0
58,926571,0.42,0.534,0,5,141955,3,1,0,South,0.376,0
62,880251,0.409,0.323,0,2,228516,12,1,0,West,0.805,0
38,573504,0.158,0.116,1,6,159708,11,0,0,Central,0.407,0
48,250975,0.209,0.609,1,5,359568,5,1,0,East,0.576,0
21,273334,0.256,0.38,0,10,62362,27,0,1,East,0.765,0
36,642657,0.177,0.264,0,1,83402,15,1,0,East,0.761,0
50,737334,0.475,0.514,1,3,564431,18,0,0,North,0.583,0
30,120000,0.22,0.259,0,9,498747,11,1,1,West,0.499,0
69,519672,0.104,0.584,1,2,372875,16,0,1,North,0.968,0
68,1004573,0.184,0.654,1,5,591162,26,1,0,East,0.922,0
33,545622,0.353,0.732,0,1,168017,29,1,1,North,0.654,0
40,972409,0.751,0.674,1,7,457673,8,0,1,West,0.689,1
30,762261,0.614,0.397,0,6,271104,16,1,1,East,0.587,0
45,328930,0.579,0.589,2,6,606384,10,1,1,South,0.653,0
27,526832,0.22,0.332,1,8,354728,0,0,0,West,0.697,0
40,567826,0.241,0.401,0,4,131838,20,1,1,West,0.811,0
48,361872,0.156,0.568,0,11,580649,25,1,1,South,0.443,1
50,357532,0.456,0.696,1,11,228315,13,0,1,East,0.757,0
50,976692,0.103,0.378,1,9,71862,28,0,0,North,0.928,0
31,355659,0.269,0.768,1,10,611906,22,0,0,South,0.642,0
59,869609,0.12,0.213,0,7,434830,29,0,1,East,0.545,0
54,490878,0.392,0.678,0,11,133988,0,0,1,North,0.859,0
57,593590,0.565,0.458,0,6,286075,6,0,0,South,0.529,0
43,740461,0.219,0.593,1,9,280287,8,1,1,South,0.496,1
64,450360,0.067,0.179,0,6,127989,16,1,1,West,0.418,0
40,741976,0.56,0.732,0,9,135151,27,0,1,South,0.769,0
60,120000,0.261,0.855,1,5,286812,12,0,1,Central,0.503,0
30,709926,0.301,0.721,1,4,503258,6,1,1,West,0.439,0
33,120000,0.263,0.637,0,9,473457,13,1,1,East,0.714,1
46,543288,0.457,0.26,0,2,196606,13,1,0,West,0.531,0
48,813560,0.187,0.805,0,4,473145,9,0,0,South,0.783,1
57,755573,0.107,0.161,0,11,604634,21,1,1,South,0.77,0
35,275397,0.556,0.307,0,4,134860,0,1,0,East,0.705,0
63,307583,0.096,0.532,1,7,453386,9,1,1,South,0.576,0
37,427831,0.195,0.58,2,10,309436,6,0,0,West,0.814,0
47,646553,0.314,0.822,0,11,251948,2,0,0,East,0.479,0
66,120000,0.292,0.361,1,10,309676,2,1,1,South,0.865,0
47,596694,0.676,0.18,1,3,468847,25,0,0,South,0.657,0
54,677857,0.368,0.376,1,9,54070,14,0,0,West,0.678,0
65,529240,0.654,0.492,1,9,306695,29,0,0,South,0.748,0
68,731330,0.578,0.197,1,8,233253,5,0,1,North,0.887,0
45,655931,0.475,0.686,2,9,310659,28,0,0,North,0.739,0
41,464586,0.389,0.338,0,5,269427,15,0,0,West,0.625,1
30,120000,0.123,0.741,2,9,156164,3,0,1,South,0.781,0
47,633353,0.036,0.983,0,9,683538,6,0,0,East,0.864,0
65,361731,0.487,0.625,0,10,10000,14,0,1,Central,0.848,0
44,455414,0.129,0.689,2,9,420515,20,1,0,South,0.726,0
38,719781,0.499,0.391,1,7,422124,24,0,1,East,0.73,1
26,954333,0.44,0.502,0,6,322098,27,1,1,East,0.754,0
40,590484,0.109,0.509,0,7,362006,26,0,1,North,0.823,0
32,738516,0.588,0.92,1,5,433614,17,0,1,South,0.676,0
68,238880,0.184,0.614,3,11,201206,0,1,1,North,0.722,1
46,661380,0.04,0.339,1,2,233338,3,0,1,South,0.718,0
27,585023,0.279,0.16,0,11,243364,29,1,0,West,0.486,0
24,907306,0.182,0.757,1,7,402146,4,0,1,South,0.604,0
62,464885,0.473,0.438,1,4,409562,2,0,0,North,0.848,0
66,539590,0.343,0.583,1,6,96895,24,1,0,West,0.993,0
58,864703,0.024,0.846,0,2,295022,16,1,0,Central,0.709,0
27,576991,0.154,0.434,0,8,185109,12,0,0,East,0.681,0
25,322789,0.772,0.661,0,11,120648,13,1,0,South,0.616,0
30,1237908,0.203,0.643,1,1,213698,20,0,1,West,0.336,0
57,330351,0.299,0.209,2,6,84696,29,1,0,North,0.932,0
58,583824,0.071,0.141,1,7,10000,20,0,1,East,0.581,0
62,686672,0.049,0.242,0,7,325378,17,0,0,North,0.45,0
25,666904,0.348,0.51,1,10,496844,6,0,1,West,0.744,0
28,552564,0.178,0.416,2,8,246986,10,1,1,West,0.699,0
65,553809,0.223,0.129,1,7,493095,8,0,1,West,1.0,0
66,541267,0.293,0.596,0,11,462769,21,0,1,Central,0.773,0
56,321016,0.169,0.542,1,5,134553,21,1,0,West,0.938,0
26,1137554,0.336,0.568,2,3,143292,1,0,0,South,0.808,0
24,545002,0.731,0.641,3,11,21531,0,0,0,East,0.61,0
23,749232,0.367,0.185,1,9,355476,28,0,1,Central,1.0,0
54,516336,0.184,0.351,0,7,409958,14,1,0,North,0.945,1
62,511309,0.057,0.451,0,4,306686,27,0,0,North,0.787,0
51,486139,0.526,0.541,0,9,152700,4,1,1,West,0.868,0
33,212538,0.027,0.547,1,1,291109,11,0,1,East,0.753,0
58,559844,0.093,0.189,0,3,445478,15,0,0,South,0.736,0
23,498248,0.436,0.676,1,10,424920,5,1,0,North,0.775,0
61,892881,0.554,0.265,1,3,409266,14,0,0,West,1.0,0
64,300824,0.275,0.585,3,1,369182,7,0,0,South,0.886,0
56,455713,0.461,0.483,1,11,535112,16,0,0,Central,0.7,0
64,375389,0.158,0.209,2,4,110289,12,0,0,East,0.735,0
49,960632,0.068,0.251,2,11,184479,10,1,1,West,0.466,0
43,382647,0.317,0.609,2,1,118423,22,0,1,North,0.722,0
36,740574,0.647,0.732,0,2,224052,6,1,0,East,0.794,0
66,842540,0.316,0.411,0,6,597960,8,1,1,Central,0.763,0
55,563469,0.462,0.481,0,11,153074,14,0,0,South,0.732,0
30,255797,0.83,0.282,0,5,156564,8,0,0,West,0.601,0
67,258961,0.147,0.59,0,9,10000,13,0,0,South,0.837,0
23,814941,0.124,0.945,0,1,431618,5,0,1,North,0.854,0
49,284851,0.311,0.64,0,4,296691,14,1,0,West,0.713,1
30,698006,0.266,0.753,0,6,581169,14,0,1,South,0.714,0
53,628587,0.334,0.247,3,3,582449,16,0,1,South,0.697,1
41,694283,0.16,0.553,0,3,79311,15,0,0,West,0.748,0
42,717896,0.029,0.269,2,8,288079,14,0,0,North,0.78,0
53,366582,0.185,0.176,0,3,555786,11,1,1,East,0.452,0
58,356117,0.216,0.269,0,2,154736,10,0,0,North,0.63,0
39,778731,0.616,0.852,0,3,498233,15,1,1,Central,0.509,0
69,442663,0.265,0.333,0,8,10000,8,1,1,West,0.618,0
45,120000,0.79,0.373,2,7,289660,9,1,1,East,0.884,0
28,762188,0.58,0.451,0,10,176138,22,0,0,East,0.551,0
21,340934,0.39,0.507,1,1,514150,23,1,0,West,0.461,0
30,716783,0.436,0.417,1,6,225718,16,1,1,West,0.5,1
54,948205,0.757,0.481,0,11,465317,22,0,1,South,0.74,1
47,604190,0.138,0.365,1,10,406180,3,1,1,North,0.807,0
37,848941,0.432,0.573,2,7,150554,25,0,0,West,0.703,0
44,638449,0.539,0.178,1,8,479212,6,0,0,East,0.387,0
62,996857,0.347,0.134,1,1,410386,12,0,1,South,0.593,0
49,334473,0.251,0.619,1,7,10000,14,0,0,South,0.945,0
23,597946,0.512,0.295,0,2,406164,11,0,1,West,0.714,0
23,768290,0.416,0.196,1,5,207256,0,0,0,East,0.387,0
44,552397,0.5,0.141,0,4,394853,22,1,0,Central,0.576,0
40,888054,0.376,0.558,0,8,352387,3,0,0,North,0.387,0
62,491990,0.367,0.479,0,9,503984,26,0,1,East,0.627,1
49,1117342,0.359,0.309,2,11,491464,4,1,1,South,0.717,0
58,1130549,0.345,0.518,0,11,145068,18,0,1,South,0.676,1
49,670517,0.401,0.824,0,2,198602,26,1,0,West,0.641,0
37,738150,0.246,0.295,3,1,251281,19,1,1,South,1.0,0
53,897917,0.099,0.166,2,2,515086,11,1,0,South,0.733,0
51,303200,0.495,0.604,1,9,221051,18,1,1,South,0.647,0
56,271999,0.615,0.082,1,8,365886,25,1,1,West,0.816,0
30,914104,0.371,0.451,0,7,482524,18,1,0,South,0.817,0
52,668497,0.191,0.553,0,11,310920,10,1,0,South,0.762,0
34,543373,0.436,0.432,0,6,647705,7,1,0,East,1.0,0
59,602780,0.678,0.594,0,6,192770,21,1,0,East,0.588,1
60,120000,0.03,0.382,0,8,408900,5,1,0,Central,0.89,1
51,552359,0.187,0.602,0,5,380051,15,1,0,South,0.875,0
67,411738,0.152,0.446,0,2,326193,4,1,0,Central,0.482,0
47,829517,0.099,0.944,1,11,10000,6,0,1,East,0.782,1
22,848757,0.478,0.897,0,11,245704,26,0,0,North,0.556,0
50,744170,0.636,0.862,1,4,10000,27,0,0,West,0.712,1
59,698864,0.243,0.23,0,2,201264,24,0,1,South,0.886,0
25,225663,0.09,0.804,0,4,285327,26,0,0,West,0.721,0
26,747660,0.319,0.759,2,5,760875,22,1,1,South,0.372,1
34,757349,0.47,0.3,1,5,451234,22,1,1,North,0.819,1
62,911298,0.244,0.207,2,11,94142,23,1,0,East,0.465,0
46,1129552,0.43,0.732,2,6,340135,19,0,1,South,0.629,0
68,176859,0.297,0.707,0,9,384390,23,0,0,East,0.885,0
63,502880,0.484,0.5,1,1,320162,13,0,0,South,0.525,0
48,414433,0.548,0.549,2,2,303693,21,0,0,South,0.775,1
54,643126,0.563,0.116,2,5,189118,3,0,1,East,0.591,0
37,603350,0.492,0.552,3,1,372191,11,0,1,East,0.361,0
25,541479,0.742,0.319,1,7,352272,12,0,0,Central,0.59,0
40,856901,0.308,0.581,0,3,435902,17,1,0,East,0.6,0
50,324646,0.306,0.264,1,2,467866,21,1,1,East,0.506,0
29,339719,0.262,0.549,0,2,461345,29,1,1,West,0.703,0
31,343943,0.286,0.676,1,6,321444,14,1,0,North,0.711,1
21,509918,0.685,0.807,0,4,267599,24,0,0,Central,0.635,1
56,292852,0.355,0.482,2,4,448306,29,0,0,South,0.639,0
65,587857,0.518,0.268,1,4,135612,7,1,0,West,0.802,0
61,558627,0.202,0.267,0,2,10000,18,1,0,East,0.493,0
39,403371,0.526,0.325,1,2,10000,3,0,1,West,0.882,0
50,818441,0.432,0.277,2,11,10000,4,1,0,South,0.604,0
68,585124,0.163,0.564,2,2,412466,15,0,0,West,0.646,0
49,865661,0.595,0.706,1,4,326525,2,0,1,Central,0.559,1
35,551237,0.131,0.346,1,3,457488,16,1,1,South,0.522,0
37,593951,0.131,0.234,0,6,403509,6,0,0,East,0.853,0
56,459304,0.539,0.51,0,9,507562,20,1,1,South,0.574,1
42,598238,0.234,0.503,2,6,526057,16,0,0,East,0.778,0
62,778057,0.387,0.414,2,9,489058,23,1,0,Central,0.762,0
63,497166,0.127,0.828,0,2,493314,29,0,1,East,0.662,0
22,729602,0.141,0.186,1,7,627645,25,0,1,West,0.869,0
56,396813,0.253,0.353,1,7,716411,29,1,0,West,0.715,0
39,789762,0.15,0.519,3,1,314946,15,1,1,East,0.37,1
46,455023,0.174,0.37,0,3,607338,22,0,0,South,0.603,0
33,812919,0.362,0.457,0,6,183396,28,1,1,East,1.0,0
39,615244,0.635,0.644,0,7,194385,7,1,0,Central,0.707,0
37,980238,0.256,0.47,1,3,631631,25,1,0,West,0.688,0
23,311483,0.235,0.02,0,2,320365,29,1,0,South,0.854,0
59,230955,0.476,0.754,1,2,10000,10,1,0,West,0.919,0
28,445945,0.331,0.2,0,9,60324,28,0,0,Central,0.558,0
39,253847,0.294,0.52,2,2,145405,12,1,1,South,0.703,0
30,254316,0.166,0.241,1,10,65008,19,0,0,South,0.7,0
28,755387,0.234,0.519,0,2,407152,1,0,1,North,0.48,0
39,598955,0.472,0.711,1,11,127344,0,0,1,Central,0.668,0
66,480079,0.298,0.296,0,7,244081,23,0,1,East,0.733,0
67,503259,0.125,0.27,0,10,178560,7,1,1,South,0.67,0
39,450690,0.535,0.721,0,5,26931,23,0,1,South,1.0,0
45,1012592,0.346,0.437,0,8,36625,14,0,1,East,0.818,0
69,416123,0.168,0.409,2,4,482290,2,0,1,Central,0.752,0
32,269466,0.231,0.39,2,2,365378,8,1,1,South,0.705,0
67,799012,0.498,0.422,0,9,10000,5,0,0,Central,0.815,0
26,546061,0.158,0.684,0,1,173033,18,1,0,West,0.665,0
32,1109693,0.3,0.474,1,5,478551,3,1,1,West,0.464,0
37,468448,0.454,0.709,1,1,412970,17,1,1,North,0.513,1
22,811496,0.33,0.167,1,6,725035,24,0,1,North,0.738,0
60,870549,0.321,0.326,1,10,248450,29,1,1,West,0.895,0
62,469666,0.152,0.835,1,2,375115,20,1,0,North,0.634,0
39,414269,0.393,0.911,2,9,123397,13,1,0,East,0.838,1
61,785341,0.36,0.409,1,4,10000,15,0,1,East,0.769,0
58,743722,0.059,0.043,0,3,372899,0,0,0,West,0.878,0
60,247347,0.403,0.229,2,10,221418,26,1,0,East,0.53,0
60,317891,0.621,0.347,0,3,833074,1,0,0,South,0.525,0
49,120000,0.637,0.102,0,7,182364,29,0,0,West,0.97,1
26,748846,0.324,0.905,2,2,215795,4,1,0,West,0.436,1
66,534543,0.232,0.522,0,2,316207,27,0,0,North,0.758,0
50,559462,0.524,0.287,2,11,488114,7,1,0,East,0.941,0
65,177138,0.273,0.538,0,5,471187,1,0,1,North,0.764,0
67,325474,0.211,0.432,0,3,10000,20,0,1,North,0.917,0
30,480510,0.74,0.371,0,10,561439,28,0,1,North,0.904,1
40,431918,0.075,0.755,1,10,267328,20,0,1,West,0.826,0
30,629459,0.594,0.575,0,3,10000,9,0,0,East,0.756,1
23,745867,0.244,0.721,3,9,300527,25,0,1,East,0.529,0
68,1167403,0.435,0.254,0,4,96334,17,1,1,South,0.481,0
66,594995,0.314,0.18,0,9,536650,0,0,1,North,0.667,0
66,878850,0.484,0.46,0,4,368984,5,1,0,South,0.419,0
64,392506,0.297,0.364,0,7,515180,20,0,1,South,0.791,1
52,181263,0.26,0.307,2,11,538783,1,1,0,West,1.0,0
46,511924,0.381,0.536,0,3,208630,16,1,0,North,0.707,1
69,200569,0.443,0.555,1,3,349956,9,0,1,South,0.756,1
48,603668,0.228,0.605,2,3,527340,7,1,1,North,0.517,0
52,404886,0.224,0.636,0,6,344498,15,0,0,West,0.68,0
31,120000,0.54,0.629,0,11,135270,17,0,1,North,0.71,0
57,1034006,0.23,0.78,0,10,588876,16,1,0,North,0.663,0
61,465609,0.286,0.418,1,7,305047,4,0,0,East,0.762,0
54,190595,0.486,0.559,0,6,142548,20,1,1,East,0.599,1
45,824542,0.464,0.558,1,8,683113,0,0,1,South,0.719,0
30,417846,0.598,0.625,2,10,10000,12,1,0,West,0.772,0
22,872541,0.206,0.565,0,6,166675,14,0,1,East,0.911,0
51,416651,0.331,0.833,2,6,185262,16,0,1,North,0.713,0
54,464775,0.374,0.164,0,4,475509,19,1,0,South,0.609,0
58,686207,0.526,0.236,0,11,229902,25,1,0,West,0.678,0
67,748304,0.107,0.034,1,8,163013,16,0,0,North,0.77,0
45,792120,0.103,0.145,1,7,508697,22,0,1,West,0.56,0
61,577564,0.098,0.781,1,10,456327,23,0,1,East,0.59,0
56,732154,0.468,0.253,3,7,242470,12,1,1,South,0.719,0
34,786407,0.474,0.25,1,3,346663,7,1,0,South,0.391,0
62,650142,0.328,0.383,0,8,74549,20,0,1,South,0.679,0
23,564335,0.089,0.547,2,2,254197,10,1,0,North,0.631,1
50,238676,0.75,0.232,0,2,285983,4,1,1,East,0.787,0
67,749793,0.349,0.63,1,1,41038,17,1,0,South,0.566,0
53,610543,0.317,0.167,2,2,10000,7,0,0,West,0.632,0
66,496596,0.47,0.429,2,10,220259,11,0,0,North,0.693,0
23,919441,0.288,0.747,0,1,511065,14,0,0,South,0.592,0
47,243041,0.215,0.343,1,8,416044,23,1,0,West,0.548,0
59,1011009,0.158,0.16,2,10,180109,19,0,0,West,0.599,0
52,594431,0.475,0.522,1,8,818852,0,1,1,South,0.378,0
64,679379,0.306,0.12,0,3,85592,3,0,1,Central,0.547,0
43,501238,0.425,0.716,0,1,409958,23,0,1,Central,0.788,0
54,183231,0.47,0.375,2,6,194238,27,1,0,South,0.466,0
41,565097,0.47,0.423,1,5,542751,24,0,0,South,0.534,0
63,683686,0.611,0.27,1,9,277252,5,1,0,South,0.654,0
26,769056,0.369,0.647,3,1,252215,21,0,1,South,0.802,1
33,550491,0.407,0.323,2,9,492765,2,1,0,West,0.506,0
25,120000,0.648,0.198,1,8,266944,16,0,0,East,0.597,0
55,214584,0.194,0.785,0,4,447739,9,0,0,West,0.9,1
32,1113004,0.128,0.44,0,4,278072,7,0,0,South,0.72,0
36,326866,0.518,0.692,1,8,10000,10,1,1,East,0.797,0
61,956762,0.477,0.307,1,11,731206,4,0,1,West,0.536,0
38,366478,0.071,0.583,2,4,403670,28,0,1,South,0.599,0
28,554386,0.268,0.341,0,8,238238,26,1,0,Central,0.849,0
22,756302,0.317,0.619,0,7,572854,27,0,0,East,0.749,0
32,394951,0.526,0.497,1,2,106617,29,1,1,East,0.785,0
65,998053,0.403,0.761,1,10,117736,25,0,0,North,0.801,0
47,618932,0.163,0.643,1,3,17060,4,1,0,West,0.825,0
69,715212,0.595,0.579,0,1,259934,14,1,0,East,0.639,0
31,533098,0.54,0.496,0,2,167730,11,1,1,South,0.533,0
38,764680,0.138,0.513,1,5,241920,0,0,1,South,0.592,1
28,994698,0.778,0.399,0,3,10000,6,1,0,South,0.634,0
40,567178,0.413,0.587,0,5,162803,21,1,1,West,0.359,0
48,1032428,0.512,0.528,1,11,391048,6,1,0,West,0.769,0
60,447101,0.378,0.239,1,1,573117,17,1,0,East,0.829,0
39,791024,0.386,0.513,0,11,308927,21,0,1,West,0.713,0
58,722278,0.444,0.399,2,4,200407,0,0,0,East,0.597,0
51,332854,0.471,0.374,0,4,425995,28,0,1,North,0.712,0
35,653452,0.572,0.659,0,1,535491,14,1,0,South,0.442,0
65,601841,0.421,0.56,3,3,524550,11,1,0,South,0.428,0
42,386701,0.348,0.63,1,11,402292,0,0,1,South,0.951,0
28,689500,0.228,0.359,1,3,149248,25,1,0,West,0.39,0
68,636572,0.109,0.384,0,9,288970,26,0,0,North,0.82,0
65,581853,0.503,0.077,0,6,348520,26,1,1,North,0.904,0
23,582855,0.485,0.255,2,1,10000,17,0,0,West,0.692,1
65,577497,0.581,0.204,1,6,305490,20,0,1,North,0.685,0
67,508075,0.693,0.313,0,1,644919,24,1,0,North,0.721,1
61,634958,0.257,0.721,1,5,172030,23,1,0,East,0.372,0
33,439021,0.078,0.298,1,6,10000,14,1,1,North,0.6,0
51,1264202,0.234,0.329,0,1,166835,2,1,0,South,0.908,0
47,247666,0.201,0.431,2,7,159655,12,0,1,South,0.713,0
51,453815,0.65,0.162,1,3,520365,23,1,0,Central,0.671,0
51,473564,0.301,0.921,2,9,826738,29,1,1,North,0.706,1
52,1110123,0.948,0.097,3,5,331147,4,1,0,North,0.59,0
46,269966,0.364,0.583,2,10,129478,25,1,1,West,0.51,0
54,706480,0.454,0.925,0,3,57923,21,0,0,South,0.835,0
46,662098,0.524,0.659,0,8,506237,10,0,0,East,0.554,0
21,683400,0.056,0.364,0,7,444707,28,0,1,North,1.0,0
22,909085,0.018,0.305,0,1,534324,1,1,0,Central,0.65,0
67,903957,0.179,0.146,1,2,194325,8,1,1,East,0.749,0
65,487260,0.433,0.33,1,4,626295,2,1,1,East,0.946,1
49,648504,0.279,0.276,1,4,334854,14,0,1,West,0.766,0
29,133974,0.233,0.706,1,10,157420,22,0,1,South,0.487,0
59,624773,0.572,0.33,2,9,10000,14,0,1,South,0.606,0
28,401502,0.214,0.431,0,3,197194,11,0,0,South,0.437,0
39,553404,0.075,0.439,0,7,194898,5,1,0,West,0.663,0
37,178657,0.271,0.613,0,1,85811,10,0,1,North,0.539,0
21,701218,0.16,0.544,0,11,389445,0,0,0,South,0.66,0
60,175857,0.378,0.469,1,8,161484,17,0,1,West,0.901,1
45,637071,0.166,0.39,1,4,109683,22,1,1,North,0.949,0
36,293373,0.6,0.847,1,8,116587,21,1,0,Central,0.429,0
45,387589,0.542,0.249,1,1,16154,26,1,0,East,0.427,0
21,888683,0.153,0.045,0,3,185789,13,1,0,North,0.704,0
42,746979,0.107,0.853,1,6,190937,8,0,1,North,0.662,0
46,887300,0.406,0.903,2,7,251024,15,1,0,South,0.489,0
37,989931,0.12,0.33,1,3,376409,20,0,0,North,0.657,0
61,406790,0.351,0.093,1,7,606194,21,1,0,East,0.687,0
33,974742,0.089,0.611,0,2,502063,18,0,0,West,0.64,0
27,233623,0.407,0.528,1,2,10000,5,1,0,North,0.876,0
46,786525,0.619,0.409,0,1,478712,9,0,0,North,0.851,0
64,476665,0.328,0.219,0,9,516556,3,1,0,North,0.669,0
39,367424,0.136,0.368,0,7,451530,8,0,1,North,0.879,0
23,753617,0.1,0.697,0,3,209687,11,0,0,South,0.825,0
68,836237,0.4,0.796,1,5,592889,26,1,0,South,0.706,0
42,828817,0.065,0.943,1,9,120426,11,1,1,West,0.301,0
29,653714,0.23,0.43,1,4,513353,11,1,0,North,0.474,0
51,632989,0.087,0.496,0,3,507310,18,1,0,South,0.626,0
36,731716,0.059,0.516,0,5,399893,29,0,1,North,0.761,0
66,675941,0.012,0.368,1,3,10000,8,0,1,Central,0.487,0
35,735338,0.42,0.27,0,9,340418,24,0,1,East,0.854,0
47,650999,0.131,0.194,1,10,466500,27,0,0,North,0.909,0
47,810695,0.292,0.573,1,3,309640,25,0,0,North,0.759,0
32,193198,0.418,0.341,0,11,283562,5,0,1,South,0.766,0
45,567181,0.353,0.546,1,6,225203,6,1,1,West,0.8,0
26,254038,0.436,0.657,1,8,194556,23,0,0,Central,0.75,0
52,669175,0.243,0.579,1,11,280963,12,0,0,South,0.701,0
58,1010482,0.359,0.389,0,11,539664,14,0,0,West,0.669,0
67,481478,0.721,0.705,2,1,159326,3,0,1,West,0.829,0
36,631813,0.605,0.657,1,2,378493,4,1,1,East,0.823,0
34,789121,0.392,0.431,0,8,10000,11,0,0,East,0.48,0
47,120000,0.131,0.579,0,7,194910,21,0,1,Central,0.685,0
54,469472,0.421,0.645,0,8,442721,29,1,0,East,0.764,0
69,691128,0.266,0.59,2,2,501112,2,0,1,East,0.466,0
22,120000,0.207,0.747,0,5,77477,18,1,0,East,0.785,0
